Unnamed: 0,Phrase,Class,Class_index
25887,Is there anyway I could get rid of a renewable packaging ?,PAPER PACKAGING,21.0
32682,Where can I throw a bread and baked goods ?,ORGANIC SCRAPS,17.0
15232,"I have this tea filter bag to throw, where should I put it ?",TEA BAG,44.0
43165,Where to throw this fanta can ?,ALUMINIUM CAN,0.0
16416,"I have a plastic fork, where should I throw it ?",PLASTIC CUTLERY,33.0
24325,Is this pasta recyclable ?,ORGANIC SCRAPS,17.0
37890,Where does a sweetener packets belong?,CONDIMENT PACKETS,6.0
35558,Where do I put my panorama ?,PAPER MAGASINE,20.0
1377,Can I recycle a tobacco pack ?,TOBACCO PACK,49.0
29292,what bin is best suited for a birra baladin can ?,ALUMINIUM CAN,0.0
21758,In which bin does my books go ?,PAPER SHEET,23.0
1704,Could I throw a oil packets in this trash ?,CONDIMENT PACKETS,6.0
5264,"Excuse me, can you help me ? I have to throw my reusable plastic cup",PLASTIC CUP,32.0
43886,Where to throw my single-use cup ?,PAPER CUP,19.0
37783,Where does this gauloises pack belong?,CIGARETTE PACK,4.0
24113,Is my fanta glass bottle recyclable ?,GLASS BOTTLE,11.0
19066,I want to throw this t-shirt bag,PLASTIC BAG,28.0
30672,Where can I put a moretti can ?,ALUMINIUM CAN,0.0
27739,Open for my majestic check,RECEIPT,43.0
45851,I would like to throw my tea satchet,TEA BAG,44.0
1131,Can I recycle a plastic lids for dishes ?,PLASTIC DISH,34.0
9810,I have [a/an] birrificio italiano can,ALUMINIUM CAN,0.0
37142,Where do I throw my nokia phone charger,PHONE CHARGER,26.0
20879,In what trash does my pack of rolled cigarettes go ?,TOBACCO PACK,49.0
4273,"Excuse me, can you help me ? I have to throw this natural light can",ALUMINIUM CAN,0.0
24959,Is my tea bag recyclable ?,TEA BAG,44.0
43126,Where should I put this wooden sticks,WOODEN STICKS,48.0
16140,"I have a biodegradable packaging, where should I throw it ?",PAPER PACKAGING,21.0
7656,"Hey, in which trash does a throwaway bowl goes ? Thank you",PAPER BOWL,18.0
38537,Where does my google phone charger belong?,PHONE CHARGER,26.0
32143,Where can I throw this canned vegetables ?,ALUMINIUM CAN,0.0
31168,Where can I put this unit-dose blister ?,MEDS BLISTER,14.0
27826,Open for my majestic tobacco pack,TOBACCO PACK,49.0
23947,Is this condiment sachets recyclable ?,CONDIMENT PACKETS,6.0
45595,I would like to throw this evian plastic cap,PLASTIC CAP,31.0
42749,Where should I put my plastic pouch,PLASTIC BAG,28.0
40433,Where does my rest of [food] go ?,ALUMINIUM CAN,0.0
12815,I have my condiment pouches to throw,CONDIMENT PACKETS,6.0
3085,"Excuse me, can you help me ? I don't know where to throw this pepper packets",CONDIMENT PACKETS,6.0
40136,Where does my throwaway glove goes?,PLASTIC GLOVES,35.0
16159,"I have this leaf of paper, where should I throw it ?",PAPER SHEET,23.0
7678,"Hey, in which trash does this disposable cup goes ? Thank you",PAPER CUP,19.0
8875,"Hi trash, where should I discard this samsung charger ?",LAPTOP CHARGER,13.0
42140,Where should I put my n95 masks,FACE MASK,10.0
9282,"Hi trash, where should I discard a oppo phone charger ?",PHONE CHARGER,26.0
21585,In which bin does a fiber bowl go ?,PAPER BOWL,18.0
43275,Where to throw a nos can ?,ALUMINIUM CAN,0.0
32597,Where can I throw my apple phone ?,SMARTPHONE,16.0
9545,"Hi trash, where should I discard my mixed paper-plastic packaging ?",MIXED PAPER-PLASTIC PACKAGING,37.0
501,Can I recycle a lenovo charger ?,LAPTOP CHARGER,13.0
38309,Where does my coffee cup belong?,PAPER CUP,19.0
9105,"Hi trash, where should I discard a paper magasine ?",PAPER MAGASINE,20.0
45721,I would like to throw this plastic containers,PLASTIC PACKAGING,36.0
34044,Where do I have to throw a watermelons ?,ORGANIC SCRAPS,17.0
5186,"Excuse me, can you help me ? I have to throw my gatorade plastic bottle",PLASTIC BOTTLE,29.0
30205,what bin is best suited for this carrier bag ?,PLASTIC BAG,28.0
45314,I would like to throw my grazia,PAPER MAGASINE,20.0
45300,I would like to throw a panorama,PAPER MAGASINE,20.0
34075,Where do I have to throw this bread and baked goods ?,ORGANIC SCRAPS,17.0
11538,"I have [a/an] evian glass bottle, where do I throw it  ?",GLASS BOTTLE,11.0
22732,In which bin should I throw this schweppes glass bottle ?,GLASS BOTTLE,11.0
37301,Where do I throw my plastic spoon,PLASTIC CUTLERY,33.0
37015,Where do I throw this sustainable packaging,PAPER PACKAGING,21.0
24358,Is this single-use bowl recyclable ?,PAPER BOWL,18.0
11099,I have [a/an] wooden cutlery,WOODEN CUTLERY,47.0
41852,Where should I put my dos equis can,ALUMINIUM CAN,0.0
4422,"Excuse me, can you help me ? I have to throw a decomposable packaging",COMPOSTABLE PACKAGING,5.0
6491,"Hey, I'm going to throw my samsung phone charger",PHONE CHARGER,26.0
31197,Where can I put a nestea cap ?,METAL CAP,15.0
1876,Could I throw this mason jar in this trash ?,GLASS JAR,12.0
13659,I have a plastic lids for dishes to throw,PLASTIC DISH,34.0
41047,Where does my rest of [food] go ?,PAPER BOWL,18.0
25716,Is there anyway I could get rid of a pasta ?,ORGANIC SCRAPS,17.0
9324,"Hi trash, where should I discard a carrier bag ?",PLASTIC BAG,28.0
22709,In which bin should I throw my brewfist glass bottle ?,GLASS BOTTLE,11.0
26021,Is there anyway I could get rid of my ldpe bag ?,PLASTIC BAG,28.0
29356,what bin is best suited for this nos can ?,ALUMINIUM CAN,0.0
25355,Is there anyway I could get rid of my salt packets ?,CONDIMENT PACKETS,6.0
8274,"Hey, in which trash does a tea packet goes ? Thank you",TEA BAG,44.0
21853,In which bin does this carrier bag go ?,PLASTIC BAG,28.0
21594,In which bin does a paper cup go ?,PAPER CUP,19.0
34053,Where do I have to throw a vegetable scraps ?,ORGANIC SCRAPS,17.0
37975,Where does this coca-cola glass bottle belong?,GLASS BOTTLE,11.0
42343,Where should I put this samsung phone,SMARTPHONE,16.0
20705,In what trash does my candy plastic bag go ?,PLASTIC SNACK PACKAGING,38.0
31844,Where can I put my biscuit wrappers ?,PLASTIC SNACK PACKAGING,38.0
27325,Open for my majestic books,PAPER SHEET,23.0
6366,"Hey, I'm going to throw a topolino (for children)",PAPER MAGASINE,20.0
23505,In which bin should I throw a macdonald bag ?,PAPER FOOD PACKAGING,39.0
35652,Where do I put a page ?,PAPER SHEET,23.0
13062,I have a capsule blister to throw,MEDS BLISTER,14.0
35815,Where do I put this sprite plastic bottle ?,PLASTIC BOTTLE,29.0
30599,what bin is best suited for my wooden sticks ?,WOODEN STICKS,48.0
37565,Where do I throw my wood ustensils,WOODEN STICKS,48.0
36050,Where do I put my plastic tray ?,PLASTIC TRAY,42.0
38551,Where does this shopping bag belong?,PLASTIC BAG,28.0
26858,Open for my majestic heineken glass bottle,GLASS BOTTLE,11.0
30400,what bin is best suited for this plastic packaging ?,PLASTIC PACKAGING,36.0
28443,Should I recycle a sony phone ?,SMARTPHONE,16.0
25829,Is there anyway I could get rid of my il venerdì di repubblica ?,PAPER MAGASINE,20.0
18602,I want to throw my hp charger,LAPTOP CHARGER,13.0
297,Can I recycle a salt packets ?,CONDIMENT PACKETS,6.0
2865,"Excuse me, can you help me ? I don't know where to throw a guinness can",ALUMINIUM CAN,0.0
314,Can I recycle my oil packets ?,CONDIMENT PACKETS,6.0
40537,Where does my rest of [food] go ?,CIGARETTE PACK,4.0
1863,Could I throw a glass vase in this trash ?,GLASS JAR,12.0
26852,Open for my majestic evian glass bottle,GLASS BOTTLE,11.0
10406,I have [a/an] pasta,ORGANIC SCRAPS,17.0
40731,Where does my rest of [food] go ?,CYLINDRICAL BATTERY,9.0
30978,Where can I put a zinc-carbon battery ?,CYLINDRICAL BATTERY,9.0
1866,Could I throw a glass urn in this trash ?,GLASS JAR,12.0
3402,"Excuse me, can you help me ? I don't know where to throw a bananas",ORGANIC SCRAPS,17.0
7932,"Hey, in which trash does a carrier bag goes ? Thank you",PLASTIC BAG,28.0
10264,I have [a/an] razer charger,LAPTOP CHARGER,13.0
5553,"Excuse me, can you help me ? I have to throw a tobacco pack",TOBACCO PACK,49.0
43375,Where to throw this sustainable packaging ?,COMPOSTABLE PACKAGING,5.0
18524,I want to throw my ichnusa glass bottle,GLASS BOTTLE,11.0
22921,In which bin should I throw this eggshells ?,ORGANIC SCRAPS,17.0
30626,Where can I put my soft drink can ?,ALUMINIUM CAN,0.0
25794,Is there anyway I could get rid of a recyclable cup ?,PAPER CUP,19.0
36372,Where do I throw a philip morris pack,CIGARETTE PACK,4.0
42583,Where should I put this sustainable packaging,PAPER PACKAGING,21.0
15750,"I have a coca-cola glass bottle, where should I throw it ?",GLASS BOTTLE,11.0
41969,Where should I put my rothmans pack,CIGARETTE PACK,4.0
20401,In what trash does this sustainable tray go ?,PAPER TRAY,25.0
40653,Where does my rest of [food] go ?,CONDIMENT PACKETS,6.0
17377,I wonder where I should throw this dairy products ?,ORGANIC SCRAPS,17.0
3931,"Excuse me, can you help me ? I don't know where to throw this disposable glove",PLASTIC GLOVES,35.0
2851,"Excuse me, can you help me ? I don't know where to throw this birrificio italiano can",ALUMINIUM CAN,0.0
7474,"Hey, in which trash does this microsoft charger goes ? Thank you",LAPTOP CHARGER,13.0
853,Can I recycle this page ?,PAPER SHEET,23.0
7976,"Hey, in which trash does my sprite plastic bottle goes ? Thank you",PLASTIC BOTTLE,29.0
34830,Where do I put a a&w root beer can ?,ALUMINIUM CAN,0.0
26066,Is there anyway I could get rid of my gatorade plastic bottle ?,PLASTIC BOTTLE,29.0
27537,Open for my majestic plastic mug,PLASTIC CUP,32.0
8474,"Hi trash, where should I discard my rockstar can ?",ALUMINIUM CAN,0.0
11619,"I have [a/an] mason jar, where do I throw it  ?",GLASS JAR,12.0
43663,Where to throw this acer charger ?,LAPTOP CHARGER,13.0
31835,Where can I put my plastic snack packaging ?,PLASTIC SNACK PACKAGING,38.0
33679,Where do I have to throw this seasoning packets ?,CONDIMENT PACKETS,6.0
22041,In which bin does a protective glove go ?,PLASTIC GLOVES,35.0
7468,"Hey, in which trash does this asus charger goes ? Thank you",LAPTOP CHARGER,13.0
22029,In which bin does a vinyl glove go ?,PLASTIC GLOVES,35.0
2582,Could I throw my plastic trays in this trash ?,PLASTIC PACKAGING,36.0
21429,In which bin does a medication card go ?,MEDS BLISTER,14.0
16296,"I have a clear bag, where should I throw it ?",PLASTIC BAG,28.0
42564,Where should I put a cardboard packaging,PAPER PACKAGING,21.0
35364,Where do I put a pepsi cap ?,METAL CAP,15.0
20023,In what trash does this capsule blister go ?,MEDS BLISTER,14.0
38029,Where does this sprite glass bottle belong?,GLASS BOTTLE,11.0
41531,Where does my rest of [food] go ?,PLASTIC GLOVES,35.0
5181,"Excuse me, can you help me ? I have to throw a dasani plastic bottle",PLASTIC BOTTLE,29.0
1414,Could I throw this 7up can in this trash ?,ALUMINIUM CAN,0.0
35118,Where do I put a crumbled tissue ?,CRUMBLED TISSUE,8.0
27924,Should I recycle a stella artois can ?,ALUMINIUM CAN,0.0
40891,Where does my rest of [food] go ?,LAPTOP CHARGER,13.0
14722,"I have this paper packaging to throw, where should I put it ?",PAPER PACKAGING,21.0
19020,I want to throw a huawei phone charger,PHONE CHARGER,26.0
15798,"I have a apothecary jar, where should I throw it ?",GLASS JAR,12.0
14658,"I have a recyclable cup to throw, where should I put it ?",PAPER CUP,19.0
12435,"I have [a/an] tea pouch, where do I throw it  ?",TEA BAG,44.0
10506,I have [a/an] chi,PAPER MAGASINE,20.0
13433,I have my molded fiber tray to throw,PAPER TRAY,25.0
14073,"I have a canned milk to throw, where should I put it ?",ALUMINIUM CAN,0.0
39963,Where does a plastic pouch goes?,PLASTIC BAG,28.0
27336,Open for my majestic cardboard tray,PAPER TRAY,25.0
36058,Where do I put this plastic bin ?,PLASTIC TRAY,42.0
6808,"Hey, I'm going to throw this paper wraps",PAPER FOOD PACKAGING,39.0
20815,In what trash does this tetrapack go ?,TETRAPACK,45.0
20777,In what trash does my tab go ?,RECEIPT,43.0
5042,"Excuse me, can you help me ? I have to throw my sketchbooks",PAPER SHEET,23.0
42741,Where should I put a resealable bag,PLASTIC BAG,28.0
35451,Where do I put a coffee grounds ?,ORGANIC SCRAPS,17.0
29925,what bin is best suited for a single-use bowl ?,PAPER BOWL,18.0
34384,Where do I have to throw this grocery bag ?,PLASTIC BAG,28.0
198,Can I recycle a gauloises pack ?,CIGARETTE PACK,4.0
34887,Where do I put a blue moon can ?,ALUMINIUM CAN,0.0
7956,"Hey, in which trash does a pepsi plastic bottle goes ? Thank you",PLASTIC BOTTLE,29.0
12428,"I have [a/an] check, where do I throw it  ?",RECEIPT,43.0
30366,what bin is best suited for a plastic serving platters ?,PLASTIC DISH,34.0
30113,what bin is best suited for my paper sugar bag ?,PAPER SUGAR BAG,24.0
17396,I wonder where I should throw my hot bowl ?,PAPER BOWL,18.0
15520,"I have this rothmans pack, where should I throw it ?",CIGARETTE PACK,4.0
9405,"Hi trash, where should I discard a perrier plastic cap ?",PLASTIC CAP,31.0
1048,Can I recycle this minute maid plastic cap ?,PLASTIC CAP,31.0
26864,Open for my majestic corona glass bottle,GLASS BOTTLE,11.0
41140,Where does my rest of [food] go ?,PAPER MAGASINE,20.0
22716,In which bin should I throw a sprite glass bottle ?,GLASS BOTTLE,11.0
18386,I want to throw my ketchup packets,CONDIMENT PACKETS,6.0
322,Can I recycle this tissue pieces ?,CRUMBLED TISSUE,8.0
23156,In which bin should I throw my paper tray ?,PAPER TRAY,25.0
18190,I want to throw this pabst blue ribbon can,ALUMINIUM CAN,0.0
1138,Can I recycle this plastic salad bowls ?,PLASTIC DISH,34.0
15444,"I have a canned fruit , where should I throw it ?",ALUMINIUM CAN,0.0
44163,Where to throw a powerade plastic bottle ?,PLASTIC BOTTLE,29.0
19150,I want to throw this perrier plastic cap,PLASTIC CAP,31.0
42819,Where should I put a san pellegrino plastic cap,PLASTIC CAP,31.0
7193,"Hey, in which trash does my plant-based packaging goes ? Thank you",COMPOSTABLE PACKAGING,5.0
12364,"I have [a/an] paper food packaging, where do I throw it  ?",PAPER FOOD PACKAGING,39.0
37269,Where do I throw a solo cup,PLASTIC CUP,32.0
20485,In what trash does this pepsi plastic bottle go ?,PLASTIC BOTTLE,29.0
40723,Where does my rest of [food] go ?,CYLINDRICAL BATTERY,9.0
2741,Could I throw my tram ticket in this trash ?,TRANSPORT TICKET,46.0
4071,"Excuse me, can you help me ? I don't know where to throw a tab",RECEIPT,43.0
9299,"Hi trash, where should I discard my sony phone charger ?",PHONE CHARGER,26.0
28070,Should I recycle my renewable packaging ?,COMPOSTABLE PACKAGING,5.0
29152,Should I recycle this tea filter bag ?,TEA BAG,44.0
6757,"Hey, I'm going to throw this plastic trays",PLASTIC PACKAGING,36.0
18183,I want to throw a blue moon can,ALUMINIUM CAN,0.0
40661,Where does my rest of [food] go ?,CONDIMENT PACKETS,6.0
10949,I have [a/an] plastic-lined paper bags,MIXED PAPER-PLASTIC PACKAGING,37.0
144,Can I recycle a canned pasta ?,ALUMINIUM CAN,0.0
7462,"Hey, in which trash does this lenovo charger goes ? Thank you",LAPTOP CHARGER,13.0
42899,Where should I put my plastic salad bowls,PLASTIC DISH,34.0
31646,Where can I put my minute maid plastic bottle ?,PLASTIC BOTTLE,29.0
33677,Where do I have to throw my sauce packets ?,CONDIMENT PACKETS,6.0
15056,"I have my plastic serving platters to throw, where should I put it ?",PLASTIC DISH,34.0
11209,"I have [a/an] budweiser can, where do I throw it  ?",ALUMINIUM CAN,0.0
44815,I would like to throw this seasoning packets,CONDIMENT PACKETS,6.0
35872,Where do I put this plastic tumbler ?,PLASTIC CUP,32.0
43579,Where to throw this ichnusa glass bottle ?,GLASS BOTTLE,11.0
10656,I have [a/an] sustainable tray,PAPER TRAY,25.0
28163,Should I recycle my tissue pieces ?,CRUMBLED TISSUE,8.0
28509,Should I recycle a meat and fish scraps ?,ORGANIC SCRAPS,17.0
18253,I want to throw this aluminium sheet,ALUMINIUM SHEET,1.0
5040,"Excuse me, can you help me ? I have to throw a sketchbooks",PAPER SHEET,23.0
24224,Is my metal cap recyclable ?,METAL CAP,15.0
38295,Where does a cardboard bowl belong?,PAPER BOWL,18.0
5548,"Excuse me, can you help me ? I have to throw this wood ustensils",WOODEN STICKS,48.0
31524,Where can I put a compostable tray ?,PAPER TRAY,25.0
19243,I want to throw this disposable glove,PLASTIC GLOVES,35.0
24488,Is my sustainable packaging recyclable ?,PAPER PACKAGING,21.0
43196,Where to throw my 8.6 can ?,ALUMINIUM CAN,0.0
37143,Where do I throw a google phone charger,PHONE CHARGER,26.0
18736,I want to throw this lemons,ORGANIC SCRAPS,17.0
30555,what bin is best suited for a tea strainer bag ?,TEA BAG,44.0
42983,Where should I put my candy bar wrapper,PLASTIC SNACK PACKAGING,38.0
20362,In what trash does this ledgers go ?,PAPER SHEET,23.0
29421,what bin is best suited for a kent pack ?,CIGARETTE PACK,4.0
10407,I have [a/an] rice,ORGANIC SCRAPS,17.0
12296,"I have [a/an] throwaway glove, where do I throw it  ?",PLASTIC GLOVES,35.0
25468,Is there anyway I could get rid of this stella artois glass bottle ?,GLASS BOTTLE,11.0
23630,In which bin should I throw my wooden knife ?,WOODEN CUTLERY,47.0
34000,Where do I have to throw this xiaomi phone ?,SMARTPHONE,16.0
1030,Can I recycle this coca-cola plastic cap ?,PLASTIC CAP,31.0
14164,"I have this environmentally responsible packaging to throw, where should I put it ?",COMPOSTABLE PACKAGING,5.0
428,Can I recycle my ichnusa glass bottle ?,GLASS BOTTLE,11.0
33137,Where can I throw my plastic trays ?,PLASTIC DISH,34.0
24459,Is a tu style recyclable ?,PAPER MAGASINE,20.0
27551,Open for my majestic plastic knife,PLASTIC CUTLERY,33.0
37524,Where do I throw a car ticket,TRANSPORT TICKET,46.0
7033,"Hey, in which trash does this budweiser can goes ? Thank you",ALUMINIUM CAN,0.0
14589,"I have a meat and fish scraps to throw, where should I put it ?",ORGANIC SCRAPS,17.0
31877,Where can I put my plastic container ?,PLASTIC TRAY,42.0
4579,"Excuse me, can you help me ? I have to throw this evian glass bottle",GLASS BOTTLE,11.0
5925,"Hey, I'm going to throw a silver-oxide battery",CYLINDRICAL BATTERY,9.0
41385,Where does my rest of [food] go ?,PLASTIC BOTTLE,29.0
16162,"I have this piece of paper, where should I throw it ?",PAPER SHEET,23.0
